REG;gz_id;InstID;Label;Tipo;Cardinalidad;Rango;Lugar;START_;START_ex;END_;END_ex;Nota;Fuente;Orden;Superior;Principal;Domain
VEN;4000004;Correo_4000004;Estafeta de correo de isla Trinidad;Estafeta de correo;Estafeta;4;isla Trinidad;1787;;1797;;;AGI_Correos;;Puerto Rico;Puerto Rico;Correo
VEN;4000005;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1765;;1772;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000005;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1797;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000005;Correo_4000005;Administración de correo de Cumana;Administración de correo;Subprincipal;2;Cumana;1773;;1796;;;AGI_Correos;;;;Correo
VEN;4000006;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1774;;1774;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000006;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1791;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000006;Correo_4000006;Estafeta de correo de isla Margarita;Estafeta de correo;Estafeta;4;isla Margarita;1775;;1790;;;AGI_Correos;;;;Correo
VEN;4000007;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1766;;1770;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000007;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1779;not_before;9999;not_before;"1797 en Caracas- 1793 descrito como  ""de Caracas"" . Hay nota en AGN-Colombia de 1779, que en lo futuro Maracaibo kdependiera de Caracas. CORREOS-VEN:SC.18,1,D.15";AGI_Correos;;Caracas;Caracas;Correo
VEN;4000007;Correo_4000007;Estafeta de correo de Maracaibo;Estafeta de correo;Estafeta;4;Maracaibo;1771;;1778;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
VEN;4000008;Correo_4000008;Estafeta de correo de Barinas;Estafeta de correo;Estafeta;4;Barinas;1776;;1778;;;AGI_Correos;;Maracaibo;Santa Fe;Correo
VEN;4000008;Correo_4000008;Estafeta de correo de Barinas;Estafeta de correo;Estafeta;4;Barinas;1779;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000009;Correo_4000009;Estafeta de correo de Guayana;Estafeta de correo;Estafeta;4;Guayana;1789;exact;9999;exact;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000010;Correo_4000010;Estafeta de correo de La Guaira;Estafeta de correo;Estafeta;4;La Guaira;1768;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000011;Correo_4000011;Estafeta de correo de Merida;Estafeta de correo;Estafeta;4;Merida;1776;;1778;;;AGI_Correos;;Maracaibo;Santa Fe;Correo
VEN;4000011;Correo_4000011;Estafeta de correo de Merida;Estafeta de correo;Estafeta;4;Merida;1779;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000013;Correo_4000013;Estafeta de correo de Araure;Estafeta de correo;Estafeta;4;Araure;1795;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000014;Correo_4000014;Estafeta de correo de Barquisimeto;Estafeta de correo;Estafeta;4;Barquisimeto;1795;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000016;Correo_4000016;Estafeta de correo de Carora;Estafeta de correo;Estafeta;4;Carora;1802;exact;9999;exact;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000018;Correo_4000018;Estafeta de correo de Guanare;Estafeta de correo;Estafeta;4;Guanare;1793;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000020;Correo_4000020;Estafeta de correo de San Carlos;Estafeta de correo;Estafeta;4;San Carlos;1779;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000021;Correo_4000021;Estafeta de correo de San Felipe;Estafeta de correo;Estafeta;4;San Felipe;1789;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000024;Correo_4000024;Estafeta de correo de Valencia;Estafeta de correo;Estafeta;4;Valencia;1787;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000051;Correo_4000051;Estafeta de correo de Maracay;Estafeta de correo;Estafeta;4;Maracay;1795;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000053;Correo_4000053;Estafeta de correo de Turmero;Estafeta de correo;Estafeta;4;Turmero;1795;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000056;Correo_4000056;Estafeta de correo de La Victoria;Estafeta de correo;Estafeta;4;La Victoria;1795;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000107;Correo_4000107;Estafeta de correo de Puerto Cabello;Estafeta de correo;Estafeta;4;Puerto Cabello;1768;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000330;Correo_4000330;Estafeta de correo de Barcelona;Estafeta de correo;Estafeta;4;Barcelona;1785;;9999;;;AGI_Correos;;Caracas;Caracas;Correo
VEN;4000460;Correo_4000460;Estafeta de correo de San Cristobal;Estafeta de correo;Estafeta;4;San Cristobal;1776;;1778;;;AGI_Correos;;Maracaibo;Santa Fe;Correo
VEN;4000460;Correo_4000460;Estafeta de correo de San Cristobal;Estafeta de correo;Estafeta;4;San Cristobal;1779;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000461;Correo_4000461;Estafeta de correo de La Grita;Estafeta de correo;Estafeta;4;La Grita;1776;not_after;1778;not_after;;AGI_Correos;;Maracaibo;Santa Fe;Correo
VEN;4000461;Correo_4000461;Estafeta de correo de La Grita;Estafeta de correo;Estafeta;4;La Grita;1779;not_after;9999;not_after;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000463;Correo_4000463;Estafeta de correo de Trujillo;Estafeta de correo;Estafeta;4;Trujillo;1797;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000469;Correo_4000469;Estafeta de correo de Bailadores;Estafeta de correo;Estafeta;4;Bailadores;1797;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000624;Correo_4000624;Estafeta de correo de San Antonio;Estafeta de correo;Estafeta;4;San Antonio;1797;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo
VEN;4000659;Correo_4000659;Estafeta de correo de Escuque;Estafeta de correo;Estafeta;4;Escuque;1797;;9999;;;AGI_Correos;;Maracaibo;Caracas;Correo
NGR;5000001;Correo_5000001;Administración de correo de Santa Fe;Administración de correo;Subprincipal;2;Santa Fe;1768;;1770;;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000001;Correo_5000001;Administración principal de correo de Santa Fe;Administración principal de correo;Principal;1;Santa Fe;1771;;9999;;;AGI_Correos;;;;Correo
NGR;5000002;Correo_5000002;Estafeta de correo de Panama;Estafeta de correo;Estafeta principal;3;Panama;1768;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000003;Correo_5000003;Estafeta de correo de Antioquia;Estafeta de correo;Estafeta;4;Antioquia;1777;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000004;Correo_5000004;Administración principal de correo de Cartagena;Administración principal de correo;Principal;1;Cartagena;1768;;9999;;;AGI_Correos;;;;Correo
NGR;5000005;Correo_5000005;Estafeta de correo de Portobelo;Estafeta de correo;Estafeta;4;Portobelo;1768;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000006;Correo_5000006;Estafeta de correo de Quibdo;Estafeta de correo;Estafeta;4;Quibdo;1777;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000007;Correo_5000007;Estafeta de correo de Santiago;Estafeta de correo;Estafeta;4;Santiago;1792;;9999;;;AGI_Correos;;Pore;Santa Fe;Correo
NGR;5000008;Correo_5000008;Estafeta de correo de Pore;Estafeta de correo;Estafeta principal;3;Pore;1792;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000009;Correo_5000009;Estafeta de correo de Mariquita;Estafeta de correo;Estafeta;4;Mariquita;1799;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000010;Correo_5000010;Estafeta de correo de Neiva;Estafeta de correo;Estafeta;4;Neiva;1772;;1804;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000010;Correo_5000010;Estafeta de correo de Neiva;Estafeta de correo;Estafeta principal;3;Neiva;1805;not_after;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000011;Correo_5000011;Estafeta de correo de Santa Marta;Estafeta de correo;Estafeta principal;3;Santa Marta;1768;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000012;Correo_5000012;Estafeta de correo de Riohacha;Estafeta de correo;Estafeta;4;Riohacha;1771;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo
NGR;5000013;Correo_5000013;Estafeta de correo de Veraguas;Estafeta de correo;Estafeta;4;Veraguas;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000014;Correo_5000014;Estafeta de correo de Tunja;Estafeta de correo;Estafeta principal;3;Tunja;1772;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000015;Correo_5000015;Estafeta de correo de Socorro;Estafeta de correo;Estafeta principal;3;Socorro;1776;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000016;Correo_5000016;Estafeta de correo de Pamplona;Estafeta de correo;Estafeta;4;Pamplona;1776;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000017;Correo_5000017;Estafeta de correo de San Martín;Estafeta de correo;Estafeta;4;San Martín;1805;not_after;9999;not_after;;AGI_Correos;;Caqueza;Santa Fe;Correo
NGR;5000019;Correo_5000019;Estafeta de correo de Medellin;Estafeta de correo;Estafeta principal;3;Medellin;1777;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000020;Correo_5000020;Estafeta de correo de Remedios;Estafeta de correo;Estafeta;4;Remedios;1777;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000021;Correo_5000021;Estafeta de correo de Rionegro;Estafeta de correo;Estafeta;4;Rionegro;1777;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000022;Correo_5000022;Estafeta de correo de Marinilla;Estafeta de correo;Estafeta;4;Marinilla;1777;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000023;Correo_5000023;Estafeta de correo de Zaragoza;Estafeta de correo;Estafeta;4;Zaragoza;1805;not_after;9999;not_after;;AGI_Correos;;Antioquia;Santa Fe;Correo
NGR;5000024;Correo_5000024;Estafeta de correo de Mompox;Estafeta de correo;Estafeta principal;3;Mompox;1768;;9999;;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000025;Correo_5000025;Estafeta de correo de Simiti;Estafeta de correo;Estafeta;4;Simiti;1775;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo
NGR;5000027;Correo_5000027;Estafeta de correo de Chire;Estafeta de correo;Estafeta;4;Chire;1792;;9999;;;AGI_Correos;;Pore;Santa Fe;Correo
NGR;5000029;Correo_5000029;Administración de correo de Honda;Administración de correo;Subprincipal;2;Honda;1775;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000030;Correo_5000030;Estafeta de correo de Ibague;Estafeta de correo;Estafeta;4;Ibague;1777;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000032;Correo_5000032;Estafeta de correo de La Plata;Estafeta de correo;Estafeta;4;La Plata;1782;;1788;;Según Pando ya 1774;AGI_Correos;;Popayan;Lima;Correo
NGR;5000032;Correo_5000032;Estafeta de correo de La Plata;Estafeta de correo;Estafeta;4;La Plata;1789;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo
NGR;5000033;Correo_5000033;Estafeta de correo de Purificación;Estafeta de correo;Estafeta;4;Purificación;1785;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000035;Correo_5000035;Estafeta de correo de San Jose Cucuta;Estafeta de correo;Estafeta;4;San Jose Cucuta;1776;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000036;Correo_5000036;Estafeta de correo de Giron;Estafeta de correo;Estafeta;4;Giron;1776;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo
NGR;5000037;Correo_5000037;Estafeta de correo de Salazar;Estafeta de correo;Estafeta;4;Salazar;1776;;1781;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000037;Correo_5000037;Estafeta de correo de Salazar;Estafeta de correo;Estafeta;4;Salazar;1792;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000038;Correo_5000038;Estafeta de correo de Nata;Estafeta de correo;Estafeta;4;Nata;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000039;Correo_5000039;Estafeta de correo de Ocaña;Estafeta de correo;Estafeta;4;Ocaña;1772;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo
NGR;5000041;Correo_5000041;Estafeta de correo de Valledupar;Estafeta de correo;Estafeta;4;Valledupar;1793;exact;9999;exact;;AGI_Correos;;Santa Marta;Cartagena;Correo
NGR;5000042;Correo_5000042;Estafeta de correo de San Gil;Estafeta de correo;Estafeta;4;San Gil;1776;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo
NGR;5000044;Correo_5000044;Estafeta de correo de Leyva;Estafeta de correo;Estafeta;4;Leyva;1785;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo
NGR;5000047;Correo_5000047;Estafeta de correo de Barranquilla;Estafeta de correo;Estafeta;4;Barranquilla;1778;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000056;Correo_5000056;Estafeta de correo de Novita;Estafeta de correo;Estafeta;4;Novita;1777;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000057;Correo_5000057;Estafeta de correo de Servita;Estafeta de correo;Estafeta;4;Servita;1798;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo
NGR;5000059;Correo_5000059;Estafeta de correo de Caqueza;Estafeta de correo;Estafeta principal;3;Caqueza;1805;not_after;9999;not_after;;AGI_Correos;;Pore;Santa Fe;Correo
NGR;5000060;Correo_5000060;Estafeta de correo de Choconta;Estafeta de correo;Estafeta;4;Choconta;1798;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000061;Correo_5000061;Estafeta de correo de Guaduas;Estafeta de correo;Estafeta;4;Guaduas;1775;;9999;;;AGI_Correos;;Honda;Santa Fe;Correo
NGR;5000062;Correo_5000062;Estafeta de correo de Ubate;Estafeta de correo;Estafeta;4;Ubate;1783;;1804;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000062;Correo_5000062;Estafeta de correo de Ubate;Estafeta de correo;Estafeta;4;Ubate;1805;not_after;9999;not_after;;AGI_Correos;;Zipaquira;Santa Fe;Correo
NGR;5000063;Correo_5000063;Estafeta de correo de Zipaquira;Estafeta de correo;Estafeta;4;Zipaquira;1783;;1804;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000063;Correo_5000063;Estafeta de correo de Zipaquira;Estafeta de correo;Estafeta principal;3;Zipaquira;1805;not_after;9999;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000065;Correo_5000065;Estafeta de correo de Tenerife;Estafeta de correo;Estafeta;4;Tenerife;1771;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000066;Correo_5000066;Estafeta de correo de Velez;Estafeta de correo;Estafeta;4;Velez;1776;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo
NGR;5000071;Correo_5000071;Estafeta de correo de Sogamoso;Estafeta de correo;Estafeta;4;Sogamoso;1776;;9999;;;AGI_Correos;;Tunja;Santa Fe;Correo
NGR;5000086;Correo_5000086;Estafeta de correo de Santa Rosa de los Osos;Estafeta de correo;Estafeta;4;Santa Rosa de los Osos;1798;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000094;Correo_5000094;Estafeta de correo de San Bartolome;Estafeta de correo;Estafeta;4;San Bartolome;1775;;9999;;;AGI_Correos;;Honda;Santa Fe;Correo
NGR;5000095;Correo_5000095;Estafeta de correo de Cancan;Estafeta de correo;Estafeta;4;Cancan;1777;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000096;Correo_5000096;Estafeta de correo de Yolombo;Estafeta de correo;Estafeta;4;Yolombo;1778;;9999;;;AGI_Correos;;Medellin;Santa Fe;Correo
NGR;5000104;Correo_5000104;Estafeta de correo de Barranca;Estafeta de correo;Estafeta;4;Barranca;1793;exact;1793;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000107;Correo_5000107;Estafeta de correo de Soledad;Estafeta de correo;Estafeta;4;Soledad;1778;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000157;Correo_5000157;Estafeta de correo de Sabanagrande;Estafeta de correo;Estafeta;4;Sabanagrande;1778;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000168;Correo_5000168;Estafeta de correo de Sabanalarga;Estafeta de correo;Estafeta;4;Sabanalarga;1805;exact;9999;exact;;AGI_Correos;;Cartagena;Cartagena;Correo
NGR;5000173;Correo_5000173;Estafeta de correo de Morales;Estafeta de correo;Estafeta;4;Morales;1785;exact;9999;exact;;AGI_Correos;;Mompox;Cartagena;Correo
NGR;5000192;Correo_5000192;Estafeta de correo de Tado;Estafeta de correo;Estafeta;4;Tado;1793;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000193;Correo_5000193;Estafeta de correo de Las Juntas;Estafeta de correo;Estafeta;4;Las Juntas;1793;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000205;Correo_5000205;Estafeta de correo de Labranzagrande;Estafeta de correo;Estafeta;4;Labranzagrande;1801;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000207;Correo_5000207;Estafeta de correo de Morcote;Estafeta de correo;Estafeta;4;Morcote;1796;;1798;;;AGI_Correos;;Pore;Santa Fe;Correo
NGR;5000207;Correo_5000207;Estafeta de correo de Morcote;Estafeta de correo;Estafeta;4;Morcote;1805;not_after;9999;not_after;;AGI_Correos;;Pore;Santa Fe;Correo
NGR;5000218;Correo_5000218;Estafeta de correo de San Jose de Nare;Estafeta de correo;Estafeta;4;San Jose de Nare;1793;not_after;9999;not_after;cuentas solo desde 1799;AGI_Correos;;Honda;Santa Fe;Correo
NGR;5000222;Correo_5000222;Estafeta de correo de San Luis;Estafeta de correo;Estafeta;4;San Luis;1794;;1804;not_after;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000223;Correo_5000223;Estafeta de correo de Chaparral;Estafeta de correo;Estafeta;4;Chaparral;1796;;9999;;;AGI_Correos;;Cartago;Santa Fe;Correo
NGR;5000224;Correo_5000224;Estafeta de correo de Guamo;Estafeta de correo;Estafeta;4;Guamo;1805;not_after;9999;not_after;;AGI_Correos;;Honda;Santa Fe;Correo
NGR;5000230;Correo_5000230;Estafeta de correo de Tocayma;Estafeta de correo;Estafeta;4;Tocayma;1788;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000231;Correo_5000231;Estafeta de correo de Ambalema;Estafeta de correo;Estafeta;4;Ambalema;1799;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000234;Correo_5000234;Estafeta de correo de Anapoyma;Estafeta de correo;Estafeta;4;Anapoyma;1805;not_after;9999;not_after;;AGI_Correos;;Honda;Santa Fe;Correo
NGR;5000239;Correo_5000239;Estafeta de correo de Coello;Estafeta de correo;Estafeta;4;Coello;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000240;Correo_5000240;Estafeta de correo de Espinal;Estafeta de correo;Estafeta;4;Espinal;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000242;Correo_5000242;Estafeta de correo de Guayabal;Estafeta de correo;Estafeta;4;Guayabal;1772;;1776;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000242;Correo_5000242;Estafeta de correo de Mesa de Juan Diaz;Estafeta de correo;Estafeta;4;Mesa de Juan Diaz;1777;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000244;Correo_5000244;Estafeta de correo de Coyayma;Estafeta de correo;Estafeta;4;Coyayma;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000251;Correo_5000251;Estafeta de correo de Aype;Estafeta de correo;Estafeta;4;Aype;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000259;Correo_5000259;Estafeta de correo de Ataco;Estafeta de correo;Estafeta;4;Ataco;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000260;Correo_5000260;Estafeta de correo de Prado;Estafeta de correo;Estafeta;4;Prado;1805;not_after;9999;not_after;;AGI_Correos;;Neiva;Santa Fe;Correo
NGR;5000262;Correo_5000262;Estafeta de correo de Gigante;Estafeta de correo;Estafeta;4;Gigante;1796;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo
NGR;5000266;Correo_5000266;Estafeta de correo de Pital;Estafeta de correo;Estafeta;4;Pital;1796;;9999;;;AGI_Correos;;Popayan;Santa Fe;Correo
NGR;5000268;Correo_5000268;Estafeta de correo de Bochalema;Estafeta de correo;Estafeta;4;Bochalema;1805;not_after;9999;not_after;;AGI_Correos;;Pamplona;Santa Fe;Correo
NGR;5000269;Correo_5000269;Estafeta de correo de San Faustino;Estafeta de correo;Estafeta;4;San Faustino;1776;not_after;1781;not_after;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000270;Correo_5000270;Estafeta de correo de Pie de la Cuesta;Estafeta de correo;Estafeta;4;Pie de la Cuesta;1786;;9999;;;AGI_Correos;;Socorro;Santa Fe;Correo
NGR;5000271;Correo_5000271;Estafeta de correo de Bucaramanga;Estafeta de correo;Estafeta;4;Bucaramanga;1799;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000276;Correo_5000276;Estafeta de correo de Cacota de Surata;Estafeta de correo;Estafeta;4;Cacota de Surata;1799;;9999;;;AGI_Correos;;Santa Fe;Santa Fe;Correo
NGR;5000285;Correo_5000285;Estafeta de correo de San Cayetano;Estafeta de correo;Estafeta;4;San Cayetano;1776;;1781;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000285;Correo_5000285;Estafeta de correo de San Cayetano;Estafeta de correo;Estafeta;4;San Cayetano;1792;;9999;;;AGI_Correos;;Rosario Cucuta;Santa Fe;Correo
NGR;5000288;Correo_5000288;Estafeta de correo de Anton;Estafeta de correo;Estafeta;4;Anton;1785;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000289;Correo_5000289;Estafeta de correo de Santa María;Estafeta de correo;Estafeta;4;Santa María;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000291;Correo_5000291;Estafeta de correo de Penonome;Estafeta de correo;Estafeta;4;Penonome;1785;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000293;Correo_5000293;Estafeta de correo de La Chorrera;Estafeta de correo;Estafeta;4;La Chorrera;1785;ca;9999;ca;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000299;Correo_5000299;Estafeta de correo de Arraijan;Estafeta de correo;Estafeta;4;Arraijan;1785;exact;1788;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000303;Correo_5000303;Estafeta de correo de Capira;Estafeta de correo;Estafeta;4;Capira;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000304;Correo_5000304;Estafeta de correo de Chame;Estafeta de correo;Estafeta;4;Chame;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000305;Correo_5000305;Estafeta de correo de San Carlos;Estafeta de correo;Estafeta;4;San Carlos;1785;ca;1801;ca;;AGI_Correos;;Panama;Cartagena;Correo
NGR;5000308;Correo_5000308;Estafeta de correo de Los Santos;Estafeta de correo;Estafeta;4;Los Santos;1785;exact;9999;exact;;AGI_Correos;;Panama;Cartagena;Correo
